survived,name,sex,age,class,embarked
1,"Collins, Mr. John",0,17,3,0
0,"Conway, Mr. Percy Walter",0,25,3,1
0,"Cook, Mr. Gilbert William",0,32,3,0
0,"Coombs, Mr. Charles Augustus",0,45,3,0
0,"Corben, Mr. Ernest Theodore",0,27,3,0
0,"Cox, Mr. William Denton",0,30,3,0
1,"Crafter, Mr. Frederick Horace",0,20,3,0
1,"Crawford, Mr. Alfred George",0,43,3,1
0,"Crispin, Mr. William",0,33,3,0
0,"Crisp, Mr. Albert Hector",0,39,3,1
0,"Crosbie, Mr. John Borthwick",0,45,3,0
1,"Crowe, Mr. George Frederick",0,30,3,0
0,"Crumplin, Mr. Charles George Chandler",0,35,3,1
1,"Cullen, Mr. Charles James",0,49,3,1
1,"Cunningham, Mr. Andrew Orr",0,38,3,1
1,"Daniels, Mr. Sidney Edward",0,18,3,0
0,"Dashwood, Mr. William George",0,18,3,0
0,"Davies, Mr. Gordon Raleigh",0,32,3,1
0,"Davies, Mr. Robert J.",0,26,3,1
0,"Davis, Mr. John",0,29,3,1
0,"Dean, Mr. George H.",0,19,3,0
0,"Deeble, Mr. Alfred Arnold",0,35,3,1
0,"Derrett, Mr. Arthur Henry",0,29,3,1
0,"Deslandes, Mr. Percival Stainer",0,38,3,0
0,"Dinenage, Mr. James Richard",0,49,3,0
0,"Dodd, Mr. George Charles",0,44,3,1
0,"Dolby, Mr. Joseph",0,39,3,1
0,"Donoghue, Mr. Frank (?Thomas)",0,35,3,1
0,"Doughty, Mr. Walter Thomas",0,22,3,0
0,"Dunford, Mr. William",0,48,3,0
0,"Dyer, Mr. William Henry",0,33,3,0
0,"Edbrooke, Mr. Francis Samuel Jacob",0,23,3,0
0,"Ede, Mr. George Bulkeley",0,23,3,0
0,"Edge, Mr. Frederick William",0,39,3,0
0,"Edwards, Mr. Charles Essex",0,39,3,0
0,"Egg, Mr. William Henry",0,48,3,0
1,"Ellis, Mr. John Bertie",0,29,3,0
0,"Ennis, Mr. Walter",0,34,3,0
1,"Etches, Mr. Henry Samuel",0,43,3,1
0,"Evans, Mr. George Richard",0,27,3,1
0,"Fairall, Mr. Henry Charles",0,38,3,1
0,"Farenden, Mr. Ernest John",0,22,3,1
1,"Faulkner, Mr. William Stephen",0,37,3,1
0,"Fellowes, Mr. Alfred James",0,29,3,1
0,"Feltham, Mr. George William",0,42,3,0
0,"Finch, Mr. Henry Herman",0,19,3,0
0,"Fletcher, Mr. Percy William",0,26,3,1
1,"Foley, Mr. Wilfred Cyril",0,22,3,0
0,"Ford, Mr. Ernest",0,33,3,0
0,"Ford, Mr. Francis",0,44,3,0
0,"Fox, Mr. William Thomas",0,27,3,0
0,"Franklin, Mr. Alan Vincent",0,28,3,0
0,"Freeman, Mr. Ernest Edward Samuel",0,45,3,1
0,"Geddes, Mr. Richard Charles",0,32,3,0
1,"Gibbons, Mr. Jacob William",0,36,3,0
0,"Giles, Mr. John Robert",0,32,3,0
0,"Gill, Mr. Joseph Stanley",0,38,3,1
0,"Gill, Mr. Patrick",0,38,3,0
1,"Gold, Mrs. Jane Kate Coulson",1,45,3,0
0,"Gollop, Mr. F.",0,28,3,0
0,"Goshawk, Mr. Alfred James",0,40,3,1
1,"Gregson, Miss. Mary",1,45,3,0
0,"Gunn, Mr. Joseph Alfred",0,30,3,0
1,"Guy, Mr. Elgar John",0,29,3,0
0,"Gwinn, Mr. William Logan",0,37,3,0
1,"Halford, Mr. Walter Stamford",0,22,3,0
0,"Hall, Mr. Frank Alfred James",0,41,3,0
0,"Hamblyn, Mr. Ernest William",0,47,3,0
0,"Hamilton, Mr. Ernest",0,25,3,1
0,"Harding, Mr. Alfred John",0,21,3,0
1,"Hardwick, Mr. Reginald",0,21,3,0
1,"Hardy, Mr. John",0,40,3,1
0,"Harris, Mr. Charles William",0,19,3,0
0,"Harris, Mr. Clifford Henry",0,17,3,0
0,"Harris, Mr. Edward Matthew",0,17,3,0
1,"Harrison, Mr. Aragõa Drummond",0,40,3,0
1,"Hart, Mr. John Edward",0,32,3,0
1,"Hartnell, Mr. Fred",0,21,3,0
0,"Hatch, Mr. Hugh",0,23,3,0
0,"Hawkesworth, Mr. James",0,52,3,0
0,"Hawkesworth, Mr. William Walter",0,43,3,0
0,"Hayter, Mr. Arthur",0,45,3,1
0,"Heinen, Mr. Joseph Dominichus",0,30,3,0
0,"Hendy, Mr. Edward Martin",0,40,3,1
0,"Hensford, Mr. Herbert George Ernest",0,26,3,0
0,"Hewitt, Mr. Thomas",0,37,3,1
0,"Hill, Mr. H. P.",0,36,3,0
0,"Hill, Mr. James Colston",0,43,3,1
0,"Hinckley, Mr. George Herbert",0,40,3,0
0,"Hine, Mr. William Edward",0,36,3,0
0,"Hiscock, Mr. Sydney George",0,25,3,0
0,"Hoare, Mr. Leonard James",0,19,3,1
0,"Hogg, Mr. Charles William",0,43,3,0
0,"Hogue, Mr. E.",0,22,3,0
0,"Holland, Mr. Thomas",0,28,3,1
0,"Holloway, Mr. Sidney",0,24,3,0
0,"Hopkins, Mr. Frederick William",0,15,3,0
0,"House, Mr. William John",0,38,3,1
0,"Howell, Mr. Arthur Albert",0,31,3,1
0,"Hughes, Mr. William Thomas",0,34,3,0
0,"Humby, Mr. Frederick Charles",0,18,3,0
0,"Humphreys, Mr. Humphrey",0,32,3,0
0,"Hutchinson, Mr. James",0,31,3,0
1,"Hyland, Mr. James Leo",0,19,3,0
0,"Ide, Mr. Harry John",0,31,3,0
0,"Ingrouille, Mr. Henry",0,21,3,0
0,"Ings, Mr. William Ernest",0,20,3,0
0,"Jackson, Mr. Cecil",0,22,3,1
0,"Janaway, Mr. William Frank",0,35,3,1
0,"Jenner, Mr. Thomas Henry (Harry)",0,55,3,1
0,"Jensen, Mr. Charles Valdemar",0,25,3,0
1,"Jessop, Miss. Violet Constance",1,24,3,0
1,"Johnston, Mr. James",0,41,3,1
0,"Jones, Mr. Albert Hugh Brabner",0,17,3,0
0,"Jones, Mr. Arthur Ernest",0,37,3,0
0,"Jones, Mr. Harry Owen G.",0,29,3,0
0,"Jones, Mr. Victor Reginald",0,21,3,0
1,"Joughin, Mr. Charles John",0,32,3,1
1,"Keen, Mr. Percy Edward",0,30,3,0
0,"Kelland, Mr. Thomas",0,18,3,0
0,"Kennell, Mr. Charles",0,30,3,0
0,"Kerley, Mr. William Thomas",0,28,3,0
0,"Ketchley, Mr. Henry",0,36,3,1
0,"Kieran, Mr. Edgar Michael",0,34,3,0
0,"Kieran, Mr. James William",0,35,3,0
0,"King, Mr. Alfred John Moffett",0,18,3,0
0,"King, Mr. Ernest Waldron",0,28,3,0
0,"King, Mr. G.",0,20,3,0
0,"Kingscote, Mr. William Ford",0,48,3,0
0,"Kirkaldy, Mr. Thomas Benjamin",0,36,3,0
0,"Kitching, Mr. Arthur Alfred",0,31,3,0
0,"Klein, Mr. Herbert",0,33,3,0
1,"Knight, Mr. George",0,49,3,0
0,"Knight, Mr. Leonard George",0,21,3,0
0,"Lacey, Mr. Bertie William",0,20,3,0
0,"Lake, Mr. William",0,46,3,1
0,"Lane, Mr. Albert Edward",0,34,3,0
0,"Latimer, Mr. Andrew",0,55,3,1
1,"Lavington, Miss. Elizabeth",1,40,3,0
0,"Lawrence, Mr. Arthur",0,36,3,1
0,"Leader, Mr. Archibald",0,22,3,0
1,"Leather, Mrs. Elizabeth Mary",1,50,3,0
1,"Lee, Mr. Henry Reginald",0,29,3,0
0,"Lefebvre, Mr. Paul Georges",0,35,3,0
0,"Leonard, Mr. Matthew",0,25,3,1
0,"Levett, Mr. George Alfred",0,26,3,1
1,"Lewis, Mr. Arthur Ernest Read",0,27,3,0
0,"Light, Mr. Charles Edward",0,24,3,0
1,"Littlejohn, Mr. Alexander James",0,40,3,1
0,"Lloyd, Mr. Humphrey",0,41,3,1
0,"Locke, Mr. A.",0,33,3,0
0,"Longmuir, Mr. John Dickson",0,20,3,0
0,"Lovell, Mr. John",0,37,3,0
1,"Lucas, Mr. William Watson",0,31,3,1
0,"Lydiatt, Mr. Charles",0,45,3,0
0,"Mabey, Mr. John Charles",0,24,3,0
0,"MacKie, Mr. George William",0,34,3,0
0,"Major, Mr. Thomas Edgar",0,36,3,1
0,"Mantle, Mr. Roland Frederick",0,40,3,0
0,"March, Mr. John Starr",0,50,3,0
0,"Marks, Mr. James",0,27,3,0
0,"Marriott, Mr. John William",0,21,3,0
1,"Marsden, Miss. Evelyn",1,28,3,0
1,"Martin, Mrs. Annie Martha",1,39,3,0
1,"Maynard, Mr. Isaac Hiram",0,31,3,1
0,"Maytum, Mr. Alfred",0,53,3,1
0,"McCarthy, Mr. Frederick James",0,38,3,0
0,"McCawley, Mr. Thomas W.",0,36,3,1
0,"McElroy, Mr. Hugh Walter",0,37,3,0
0,"McGrady, Mr. James",0,17,3,0
1,"McKay, Mr. Charles Donald",0,30,3,1
1,"McLaren, Mrs. Hypatia",1,40,3,0
1,"McMicken, Mr. Arthur",0,23,3,1
0,"McMicken, Mr. Benjamin Tucker",0,21,3,1
0,"McMullin, Mr. John Richard",0,36,3,1
0,"McMurray, Mr. William",0,44,3,1
0,"Mellor, Mr. Arthur",0,34,3,0
0,"Middleton, Mr. Mark Victor",0,28,3,0
1,"Mills, Mr. Christopher",0,51,3,0
0,"Mishellany, Mr. Abraham Mansoor",0,53,3,1
0,"Moore, Mr. Alfred Ernest",0,39,3,0
0,"Morgan (Bird), Mr. Charles Frederick",0,42,3,0
1,"Morris, Mr. Frank Herbert",0,28,3,1
0,"Moss, Mr. William",0,36,3,1
0,"Müller, Mr. Ludwig",0,37,3,0
0,"Mullin, Mr. Thomas",0,20,3,0
1,"Neal, Mr. Bentley Harold",0,26,3,0
0,"Nicholls, Mr. Sidney",0,39,3,0
0,"Nichols, Mr. Arthur",0,46,3,0
1,"Nichols, Mr. Walter Henry",0,35,3,0
0,"O'Connor, Mr. Thomas Peter",0,44,3,1
0,"Olive, Mr. Ernest Roskelly",0,27,3,0
0,"Orpet, Mr. Walter Hayward",0,31,3,0
0,"Orr, Mr. James",0,39,3,0
0,"Osborne, Mr. William Edward",0,32,3,1
0,"Owen, Mr. Lewis",0,43,3,0
0,"Pacey, Mr. Reginald lvan",0,17,3,0
0,"Paintin, Mr. James Arthur",0,29,3,0
0,"Parsons, Mr. Edward",0,37,3,0
0,"Parsons, Mr. Richard Henry",0,18,3,0
0,"Pearce, Mr. Alfred Emest",0,24,3,0
1,"Pearcey, Mr. Albert Victor",0,25,3,0
0,"Pennal, Mr. Thomas Frederick Cohen",0,34,3,0
0,"Penny, Mr. William Farr",0,31,3,0
0,"Penrose, Mr. John Poole",0,49,3,1
0,"Perkins, Mr. Laurence Alexander",0,22,3,0
0,"Perren, Mr. William Charles",0,48,3,0
0,"Perriton, Mr. Hubert Prouse",0,32,3,0
0,"Petty, Mr. Edwin Henry",0,25,3,0
1,"Pfropper, Mr. Richard Paul Jozef",0,30,3,0
1,"Phillimore, Mr. Harold Charles William",0,23,3,1
0,"Phillips, Mr. John George",0,25,3,1
0,"Platt, Mr. Wilfred George",0,18,3,0
0,"Pook, Mr. Percy Robert",0,36,3,0
0,"Porteus, Mr. Thomas Henry",0,34,3,0
1,"Port, Mr. Frank",0,22,3,0
1,"Prentice, Mr. Frank Winnold",0,23,3,0
1,"Prichard, Mrs. Alice Maud",1,36,3,0
0,"Prideaux, Mr. John Arthur (Jack)",0,23,3,0
1,"Prior, Mr. Harold John Arnold",0,21,3,0
0,"Proctor, Mr. Charles",0,46,3,1
0,"Pryce, Mr. Charles William",0,23,3,0
1,"Pugh, Mr. Alfred",0,20,3,0
0,"Puzey, Mr. John Edward",0,44,3,1
0,"Randall, Mr. Frank Henry",0,29,3,0
0,"Ransom, Mr. James Augustus",0,50,3,1
0,"Rattenbury, Mr. William Henry",0,38,3,1
1,"Ray, Mr. Frederick Dent",0,32,3,1
0,"Reed, Mr. Thomas Charles Prowse",0,55,3,0
0,"Revell, Mr. William James Francis",0,31,3,1
0,"Rice, Mr. John Reginald",0,25,3,0
0,"Rice, Mr. Percy",0,19,3,0
0,"Ricks, Mr. Cyril Gordon",0,22,3,0
0,"Ridout, Mr. Walter George",0,30,3,0
0,"Rimmer, Mr. Gilbert",0,29,3,0
0,"Roberton, Mr. George Edward",0,19,3,0
0,"Roberts, Mr. Frank John",0,37,3,1
0,"Roberts, Mr. Hugh H.",0,40,3,1
1,"Roberts, Mrs. Mary Kezia",1,41,3,0
0,"Robinson, Mr. James William",0,30,3,0
1,"Robinson, Mrs. Annie",1,41,3,0
0,"Rogers, Mr. Edward James William",0,31,3,0
0,"Rogers, Mr. Michael",0,27,3,0
1,"Ross, Mr. Horace Leopold",0,36,3,0
0,"Rowe, Mr. Edgar Maurice",0,31,3,1
1,"Rule, Mr. Samuel James",0,58,3,1
0,"Russell, Mr. Boysie Richard",0,17,3,0
0,"Ryan, Mr. Thomas",0,28,3,0
1,"Ryerson, Mr. William Edwy",0,33,3,0
0,"Samuel, Mr. Owen Wilmore",0,47,3,0
0,"Saunders, Mr. D. E.",0,26,3,0
1,"Savage, Mr. Charles Joseph",0,23,3,0
0,"Scott, Mr. John",0,20,3,0
0,"Scovell, Mr. Robert",0,55,3,0
0,"Sedunary, Mr. Samuel Francis",0,25,3,0
1,"Seward, Mr. Wilfred Deable",0,25,3,0
0,"Shaw, Mr. Henry",0,42,3,0
0,"Shea, Mr. John Joseph",0,40,3,1
0,"Siebert, Mr. Sidney Conrad",0,29,3,1
1,"Simmons, Mr. Andrew George James",0,31,3,0
0,"Simmons, Mr. Frederick Charles",0,24,3,0
0,"Simmons, Mr. William Simon C.",0,37,3,0
0,"Sivier, Mr. William",0,23,3,0
0,"Skinner, Mr. Edward",0,41,3,1
0,"Slight, Mr. Harry John",0,33,3,0
0,"Slight, Mr. William Henry James",0,36,3,1
1,"Sloan, Miss. Mary",1,28,3,0
1,"Slocombe, Mrs. Maude Louise",1,30,3,0
0,"Smillie, Mr. John",0,29,3,1
1,"Smith, Miss. Katherine Elizabeth",1,45,3,0
0,"Smith, Mr. Charles Edwin",0,40,3,0
0,"Smith, Mr. Charles Henry James",0,38,3,0
0,"Smith, Mr. F.",0,20,3,1
0,"Smith, Mr. James William",0,24,3,0
0,"Smith, Mr. John Richard Jago",0,35,3,0
0,"Smith, Mr. Reginald George",0,33,3,0
0,"Snape, Mrs. Lucy Violet",1,22,3,0
0,"Stagg, Mr. John Henry",0,38,3,0
1,"Stap, Miss. Sarah Agnes",1,47,3,0
0,"Stebbings, Mr. Sydney Frederick",0,36,3,1
1,"Stewart, Mr. John",0,28,3,1
0,"Stone, Mr. Edmund",0,33,3,0
0,"Stone, Mr. Edward Thomas",0,29,3,0
0,"Stroud, Mr. Edward Alfred Orlando",0,19,3,0
0,"Stroud, Mr. Harry John",0,35,3,0
0,"Strugnell, Mr. John Herbert",0,34,3,1
0,"Stubbings, Mr. Harry Robert",0,31,3,1
0,"Swan, Mr. William",0,48,3,1
0,"Symonds, Mr. John Crane",0,45,3,1
0,"Talbot, Mr. George Frederick Charles",0,20,3,0
0,"Taylor, Mr. Bernard Cuthbert",0,22,3,0
0,"Taylor, Mr. Leonard",0,19,3,0
0,"Taylor, Mr. William John",0,32,3,0
1,"Terrell, Mr. Frank",0,27,3,0
0,"Teuton, Mr. Thomas Moore",0,35,3,0
0,"Thaler, Mr. Montague Donald",0,17,3,0
1,"Theissinger, Mr. Alfred",0,46,3,0
1,"Thomas, Mr. Albert Charles",0,23,3,0
1,"Thomas, Mr. Benjamin James",0,30,3,1
0,"Thompson, Mr. Herbert Henry",0,25,3,1
0,"Thorley, Mr. William",0,39,3,0
0,"Thorn, Mr. Harry",0,25,3,0
1,"Toms, Mr. Fred",0,29,3,1
0,"Topp, Mr. Thomas",0,28,3,0
0,"Toshack, Mr. James Adamson",0,30,3,0
0,"Turner, Mr. George Frederick",0,42,3,0
0,"Turner, Mr. Leopold Olerenshaw",0,28,3,1
0,"Veal, Mr. Thomas Henry Edom",0,38,3,0
0,"Wake, Mr. Percy",0,37,3,0
0,"Wallis, Mrs. Catherine Jane",1,36,3,0
0,"Walpole, Mr. James",0,48,3,1
0,"Walsh, Miss. Catherine",1,32,3,0
0,"Ward, Mr. Edward",0,34,3,1
0,"Ward, Mr. Percy Thomas",0,40,3,1
1,"Ward, Mr. William",0,37,3,0
0,"Wareham, Mr. Robert Arthur",0,37,3,1
0,"Warwick, Mr. Tom",0,26,3,0
0,"Watson, Mr. William Albert",0,15,3,0
0,"Weatherston, Mr. Thomas Herbert",0,25,3,1
0,"Webb, Mr. Brook Holding",0,50,3,1
1,"Weikman, Mr. Augustus Henry",0,52,3,0
0,"Welch, Mr. William Harold",0,21,3,0
1,"Wheat, Mr. Joseph Thomas",0,30,3,1
1,"Wheelton, Mr. Edneser Edward",0,29,3,1
1,"Whiteley, Mr. Thomas Arthur",0,18,3,0
0,"White, Mr. Arthur",0,37,3,0
0,"White, Mr. Edward Joseph",0,27,3,0
0,"White, Mr. Leonard Lisle Oliver",0,32,3,1
0,"Whitford, Mr. Alfred Henry",0,39,3,0
1,"Widgery, Mr. Isaac George",0,37,3,0
0,"Williams, Mr. Arthur John",0,42,3,0
1,"Williams, Mr. Walter John",0,28,3,0
0,"Williamson, Mr. James Bertram",0,35,3,0
0,"Willis, Mr. William",0,59,3,0
0,"Willsher, Mr. William Aubrey",0,34,3,0
1,"Windebank, Mr. Alfred Edgar",0,38,3,0
0,"Winser, Mr. Rowland",0,36,3,0
1,"Witter, Mr. James William Cheetham",0,31,3,0
0,"Wittman, Mr. Henry",0,39,3,0
0,"Wood, Mr. James Thomas",0,49,3,0
0,"Woody, Mr. Oscar Scott",0,41,3,0
0,"Wormald, Mr. Henry Frederick Charles",0,45,3,0
0,"Wrapson, Mr. Frederick Bernard",0,19,3,1
0,"Wright, Mr. Frederick",0,24,3,0
1,"Wright, Mr. William",0,40,3,0
1,"Yearsley, Mr. Harry",0,40,3,0
